,날짜,위치,남중고도,9시고도,12시고도,15시고도,18시고도,9시방위각,12시방위각,15시방위각,18시방위각
0,20160616,대구,77˚ 29´,44˚ 0´,76˚ 15´,54˚ 37´,18˚ 32´,91˚ 3´,153˚ 44´,260˚ 3´,285˚ 53´
0,20160617,대구,77˚ 31´,43˚ 58´,76˚ 16´,54˚ 40´,18˚ 35´,90˚ 59´,153˚ 30´,260˚ 3´,285˚ 53´
0,20160618,대구,77˚ 32´,43˚ 56´,76˚ 16´,54˚ 43´,18˚ 38´,90˚ 55´,153˚ 16´,260˚ 2´,285˚ 53´
0,20160619,대구,77˚ 33´,43˚ 54´,76˚ 15´,54˚ 46´,18˚ 41´,90˚ 52´,153˚ 3´,260˚ 1´,285˚ 52´
0,20160620,대구,77˚ 34´,43˚ 52´,76˚ 15´,54˚ 49´,18˚ 44´,90˚ 49´,152˚ 50´,259˚ 59´,285˚ 51´
0,20160621,대구,77˚ 34´,43˚ 49´,76˚ 14´,54˚ 52´,18˚ 46´,90˚ 47´,152˚ 39´,259˚ 57´,285˚ 49´
0,20160622,대구,77˚ 34´,43˚ 47´,76˚ 12´,54˚ 54´,18˚ 49´,90˚ 45´,152˚ 28´,259˚ 54´,285˚ 47´
0,20160623,대구,77˚ 33´,43˚ 44´,76˚ 10´,54˚ 56´,18˚ 51´,90˚ 44´,152˚ 18´,259˚ 50´,285˚ 45´
0,20160624,대구,77˚ 32´,43˚ 41´,76˚ 8´,54˚ 58´,18˚ 53´,90˚ 44´,152˚ 9´,259˚ 46´,285˚ 42´
0,20160625,대구,77˚ 30´,43˚ 37´,76˚ 6´,55˚ 0´,18˚ 54´,90˚ 43´,152˚ 0´,259˚ 41´,285˚ 39´
0,20160626,대구,77˚ 28´,43˚ 34´,76˚ 3´,55˚ 2´,18˚ 56´,90˚ 44´,151˚ 52´,259˚ 35´,285˚ 35´
0,20160627,대구,77˚ 26´,43˚ 30´,75˚ 59´,55˚ 3´,18˚ 57´,90˚ 45´,151˚ 46´,259˚ 29´,285˚ 32´
0,20160628,대구,77˚ 23´,43˚ 26´,75˚ 56´,55˚ 4´,18˚ 58´,90˚ 46´,151˚ 40´,259˚ 23´,285˚ 28´
0,20160629,대구,77˚ 20´,43˚ 23´,75˚ 52´,55˚ 5´,18˚ 58´,90˚ 48´,151˚ 35´,259˚ 15´,285˚ 23´
0,20160630,대구,77˚ 17´,43˚ 18´,75˚ 47´,55˚ 5´,18˚ 59´,90˚ 51´,151˚ 31´,259˚ 7´,285˚ 18´
0,20160701,대구,77˚ 13´,43˚ 14´,75˚ 42´,55˚ 6´,18˚ 59´,90˚ 54´,151˚ 28´,258˚ 59´,285˚ 13´
0,20160702,대구,77˚ 8´,43˚ 10´,75˚ 37´,55˚ 6´,18˚ 59´,90˚ 57´,151˚ 26´,258˚ 50´,285˚ 8´
0,20160703,대구,77˚ 3´,43˚ 5´,75˚ 32´,55˚ 5´,18˚ 58´,91˚ 1´,151˚ 24´,258˚ 40´,285˚ 2´
0,20160704,대구,76˚ 58´,43˚ 1´,75˚ 26´,55˚ 5´,18˚ 58´,91˚ 6´,151˚ 24´,258˚ 30´,284˚ 56´
0,20160705,대구,76˚ 53´,42˚ 56´,75˚ 20´,55˚ 4´,18˚ 57´,91˚ 11´,151˚ 25´,258˚ 20´,284˚ 49´
0,20160706,대구,76˚ 47´,42˚ 51´,75˚ 14´,55˚ 3´,18˚ 55´,91˚ 16´,151˚ 26´,258˚ 9´,284˚ 42´
0,20160707,대구,76˚ 40´,42˚ 46´,75˚ 7´,55˚ 2´,18˚ 54´,91˚ 22´,151˚ 28´,257˚ 57´,284˚ 35´
0,20160708,대구,76˚ 34´,42˚ 41´,75˚ 0´,55˚ 0´,18˚ 52´,91˚ 29´,151˚ 32´,257˚ 45´,284˚ 28´
0,20160709,대구,76˚ 26´,42˚ 36´,74˚ 53´,54˚ 58´,18˚ 50´,91˚ 36´,151˚ 36´,257˚ 32´,284˚ 20´
0,20160710,대구,76˚ 19´,42˚ 30´,74˚ 45´,54˚ 56´,18˚ 48´,91˚ 44´,151˚ 41´,257˚ 19´,284˚ 13´
0,20160711,대구,76˚ 11´,42˚ 25´,74˚ 37´,54˚ 53´,18˚ 45´,91˚ 52´,151˚ 47´,257˚ 6´,284˚ 4´
0,20160712,대구,76˚ 3´,42˚ 19´,74˚ 29´,54˚ 50´,18˚ 42´,92˚ 0´,151˚ 53´,256˚ 52´,283˚ 56´
0,20160713,대구,75˚ 54´,42˚ 14´,74˚ 20´,54˚ 47´,18˚ 39´,92˚ 9´,152˚ 1´,256˚ 37´,283˚ 47´
0,20160714,대구,75˚ 45´,42˚ 8´,74˚ 11´,54˚ 44´,18˚ 35´,92˚ 19´,152˚ 9´,256˚ 23´,283˚ 38´
0,20160715,대구,75˚ 36´,42˚ 2´,74˚ 2´,54˚ 40´,18˚ 31´,92˚ 29´,152˚ 19´,256˚ 8´,283˚ 29´
0,20160716,대구,75˚ 26´,41˚ 56´,73˚ 53´,54˚ 36´,18˚ 27´,92˚ 39´,152˚ 28´,255˚ 52´,283˚ 19´
0,20160717,대구,75˚ 16´,41˚ 50´,73˚ 43´,54˚ 31´,18˚ 23´,92˚ 50´,152˚ 39´,255˚ 36´,283˚ 10´
0,20160718,대구,75˚ 5´,41˚ 44´,73˚ 33´,54˚ 26´,18˚ 18´,93˚ 2´,152˚ 50´,255˚ 20´,283˚ 0´
0,20160719,대구,74˚ 54´,41˚ 38´,73˚ 22´,54˚ 21´,18˚ 13´,93˚ 13´,153˚ 2´,255˚ 4´,282˚ 49´
0,20160720,대구,74˚ 43´,41˚ 31´,73˚ 12´,54˚ 16´,18˚ 8´,93˚ 26´,153˚ 15´,254˚ 47´,282˚ 39´
0,20160721,대구,74˚ 32´,41˚ 25´,73˚ 1´,54˚ 10´,18˚ 2´,93˚ 39´,153˚ 28´,254˚ 30´,282˚ 28´
0,20160722,대구,74˚ 20´,41˚ 18´,72˚ 50´,54˚ 4´,17˚ 56´,93˚ 52´,153˚ 42´,254˚ 12´,282˚ 17´
0,20160723,대구,74˚ 8´,41˚ 12´,72˚ 38´,53˚ 57´,17˚ 50´,94˚ 5´,153˚ 56´,253˚ 54´,282˚ 6´
0,20160724,대구,73˚ 55´,41˚ 5´,72˚ 27´,53˚ 50´,17˚ 43´,94˚ 20´,154˚ 11´,253˚ 37´,281˚ 55´
0,20160725,대구,73˚ 42´,40˚ 58´,72˚ 15´,53˚ 43´,17˚ 36´,94˚ 34´,154˚ 27´,253˚ 18´,281˚ 43´
0,20160726,대구,73˚ 29´,40˚ 52´,72˚ 2´,53˚ 36´,17˚ 29´,94˚ 49´,154˚ 43´,253˚ 0´,281˚ 32´
0,20160727,대구,73˚ 15´,40˚ 45´,71˚ 50´,53˚ 28´,17˚ 21´,95˚ 4´,154˚ 59´,252˚ 41´,281˚ 20´
0,20160728,대구,73˚ 2´,40˚ 38´,71˚ 37´,53˚ 20´,17˚ 14´,95˚ 20´,155˚ 15´,252˚ 23´,281˚ 8´
0,20160729,대구,72˚ 47´,40˚ 31´,71˚ 24´,53˚ 11´,17˚ 6´,95˚ 36´,155˚ 33´,252˚ 4´,280˚ 55´
0,20160730,대구,72˚ 33´,40˚ 24´,71˚ 11´,53˚ 2´,16˚ 57´,95˚ 52´,155˚ 50´,251˚ 45´,280˚ 43´
0,20160731,대구,72˚ 18´,40˚ 16´,70˚ 57´,52˚ 53´,16˚ 49´,96˚ 9´,156˚ 8´,251˚ 26´,280˚ 30´
0,20160801,대구,72˚ 3´,40˚ 9´,70˚ 43´,52˚ 43´,16˚ 40´,96˚ 27´,156˚ 26´,251˚ 6´,280˚ 18´
0,20160802,대구,71˚ 48´,40˚ 2´,70˚ 29´,52˚ 33´,16˚ 30´,96˚ 44´,156˚ 44´,250˚ 47´,280˚ 5´
0,20160803,대구,71˚ 32´,39˚ 54´,70˚ 15´,52˚ 23´,16˚ 21´,97˚ 2´,157˚ 3´,250˚ 27´,279˚ 52´
0,20160804,대구,71˚ 16´,39˚ 47´,70˚ 0´,52˚ 12´,16˚ 11´,97˚ 20´,157˚ 22´,250˚ 8´,279˚ 39´
0,20160805,대구,71˚ 0´,39˚ 39´,69˚ 45´,52˚ 2´,16˚ 1´,97˚ 39´,157˚ 41´,249˚ 48´,279˚ 25´
0,20160806,대구,70˚ 44´,39˚ 31´,69˚ 30´,51˚ 50´,15˚ 50´,97˚ 58´,158˚ 0´,249˚ 28´,279˚ 12´
0,20160807,대구,70˚ 27´,39˚ 24´,69˚ 15´,51˚ 39´,15˚ 40´,98˚ 17´,158˚ 20´,249˚ 9´,278˚ 58´
0,20160808,대구,70˚ 10´,39˚ 16´,68˚ 59´,51˚ 27´,15˚ 29´,98˚ 37´,158˚ 39´,248˚ 49´,278˚ 45´
0,20160809,대구,69˚ 53´,39˚ 8´,68˚ 43´,51˚ 14´,15˚ 17´,98˚ 57´,158˚ 59´,248˚ 29´,278˚ 31´
0,20160810,대구,69˚ 35´,39˚ 0´,68˚ 27´,51˚ 2´,15˚ 6´,99˚ 17´,159˚ 19´,248˚ 10´,278˚ 17´
0,20160811,대구,69˚ 17´,38˚ 52´,68˚ 11´,50˚ 49´,14˚ 54´,99˚ 37´,159˚ 39´,247˚ 50´,278˚ 3´
0,20160812,대구,68˚ 59´,38˚ 44´,67˚ 54´,50˚ 36´,14˚ 42´,99˚ 58´,159˚ 59´,247˚ 30´,277˚ 49´
0,20160813,대구,68˚ 41´,38˚ 36´,67˚ 38´,50˚ 22´,14˚ 30´,100˚ 19´,160˚ 19´,247˚ 11´,277˚ 35´
0,20160814,대구,68˚ 23´,38˚ 27´,67˚ 21´,50˚ 8´,14˚ 17´,100˚ 41´,160˚ 40´,246˚ 51´,277˚ 20´
0,20160815,대구,68˚ 4´,38˚ 19´,67˚ 4´,49˚ 54´,14˚ 4´,101˚ 2´,161˚ 0´,246˚ 32´,277˚ 6´
0,20160816,대구,67˚ 45´,38˚ 11´,66˚ 46´,49˚ 39´,13˚ 51´,101˚ 24´,161˚ 20´,246˚ 12´,276˚ 52´
0,20160817,대구,67˚ 26´,38˚ 2´,66˚ 29´,49˚ 25´,13˚ 38´,101˚ 46´,161˚ 41´,245˚ 53´,276˚ 37´
0,20160818,대구,67˚ 7´,37˚ 54´,66˚ 11´,49˚ 9´,13˚ 24´,102˚ 8´,162˚ 1´,245˚ 34´,276˚ 22´
0,20160819,대구,66˚ 47´,37˚ 45´,65˚ 53´,48˚ 54´,13˚ 10´,102˚ 31´,162˚ 21´,245˚ 14´,276˚ 8´
0,20160820,대구,66˚ 27´,37˚ 36´,65˚ 34´,48˚ 38´,12˚ 56´,102˚ 54´,162˚ 41´,244˚ 55´,275˚ 53´
0,20160821,대구,66˚ 7´,37˚ 27´,65˚ 16´,48˚ 23´,12˚ 42´,103˚ 17´,163˚ 1´,244˚ 36´,275˚ 38´
0,20160822,대구,65˚ 47´,37˚ 19´,64˚ 57´,48˚ 6´,12˚ 27´,103˚ 40´,163˚ 22´,244˚ 18´,275˚ 23´
0,20160823,대구,65˚ 27´,37˚ 9´,64˚ 39´,47˚ 50´,12˚ 12´,104˚ 3´,163˚ 41´,243˚ 59´,275˚ 9´
0,20160824,대구,65˚ 7´,37˚ 0´,64˚ 19´,47˚ 33´,11˚ 58´,104˚ 27´,164˚ 1´,243˚ 40´,274˚ 54´
0,20160825,대구,64˚ 46´,36˚ 51´,64˚ 0´,47˚ 16´,11˚ 42´,104˚ 50´,164˚ 21´,243˚ 22´,274˚ 39´
0,20160826,대구,64˚ 25´,36˚ 42´,63˚ 41´,46˚ 59´,11˚ 27´,105˚ 14´,164˚ 41´,243˚ 3´,274˚ 24´
0,20160827,대구,64˚ 4´,36˚ 32´,63˚ 21´,46˚ 42´,11˚ 12´,105˚ 38´,165˚ 0´,242˚ 45´,274˚ 8´
0,20160828,대구,63˚ 43´,36˚ 23´,63˚ 1´,46˚ 24´,10˚ 56´,106˚ 2´,165˚ 19´,242˚ 27´,273˚ 53´
0,20160829,대구,63˚ 22´,36˚ 13´,62˚ 42´,46˚ 6´,10˚ 40´,106˚ 26´,165˚ 38´,242˚ 9´,273˚ 38´
0,20160830,대구,63˚ 0´,36˚ 4´,62˚ 21´,45˚ 48´,10˚ 24´,106˚ 51´,165˚ 57´,241˚ 51´,273˚ 23´
0,20160831,대구,62˚ 39´,35˚ 54´,62˚ 1´,45˚ 30´,10˚ 8´,107˚ 15´,166˚ 16´,241˚ 33´,273˚ 7´
0,20160901,대구,62˚ 17´,35˚ 44´,61˚ 41´,45˚ 11´,9˚ 51´,107˚ 40´,166˚ 34´,241˚ 16´,272˚ 52´
0,20160902,대구,61˚ 55´,35˚ 34´,61˚ 20´,44˚ 53´,9˚ 35´,108˚ 4´,166˚ 53´,240˚ 58´,272˚ 37´
0,20160903,대구,61˚ 33´,35˚ 24´,60˚ 59´,44˚ 34´,9˚ 18´,108˚ 29´,167˚ 11´,240˚ 41´,272˚ 21´
0,20160904,대구,61˚ 11´,35˚ 14´,60˚ 39´,44˚ 15´,9˚ 1´,108˚ 54´,167˚ 29´,240˚ 23´,272˚ 6´
0,20160905,대구,60˚ 49´,35˚ 3´,60˚ 18´,43˚ 56´,8˚ 44´,109˚ 18´,167˚ 47´,240˚ 6´,271˚ 50´
0,20160906,대구,60˚ 26´,34˚ 53´,59˚ 56´,43˚ 36´,8˚ 27´,109˚ 43´,168˚ 4´,239˚ 49´,271˚ 35´
0,20160907,대구,60˚ 4´,34˚ 42´,59˚ 35´,43˚ 17´,8˚ 10´,110˚ 8´,168˚ 22´,239˚ 33´,271˚ 19´
0,20160908,대구,59˚ 41´,34˚ 32´,59˚ 14´,42˚ 57´,7˚ 53´,110˚ 33´,168˚ 39´,239˚ 16´,271˚ 4´
0,20160909,대구,59˚ 19´,34˚ 21´,58˚ 52´,42˚ 37´,7˚ 36´,110˚ 58´,168˚ 56´,239˚ 0´,270˚ 48´
0,20160910,대구,58˚ 56´,34˚ 10´,58˚ 31´,42˚ 17´,7˚ 18´,111˚ 23´,169˚ 12´,238˚ 43´,270˚ 33´
0,20160911,대구,58˚ 33´,33˚ 59´,58˚ 9´,41˚ 57´,7˚ 1´,111˚ 48´,169˚ 29´,238˚ 27´,270˚ 17´
0,20160912,대구,58˚ 10´,33˚ 48´,57˚ 47´,41˚ 37´,6˚ 43´,112˚ 13´,169˚ 45´,238˚ 11´,270˚ 2´
0,20160913,대구,57˚ 47´,33˚ 37´,57˚ 25´,41˚ 17´,6˚ 25´,112˚ 38´,170˚ 1´,237˚ 55´,269˚ 46´
0,20160914,대구,57˚ 24´,33˚ 26´,57˚ 3´,40˚ 56´,6˚ 7´,113˚ 2´,170˚ 17´,237˚ 39´,269˚ 30´
0,20160915,대구,57˚ 1´,33˚ 14´,56˚ 41´,40˚ 36´,5˚ 50´,113˚ 27´,170˚ 32´,237˚ 23´,269˚ 15´
0,20160916,대구,56˚ 38´,33˚ 3´,56˚ 19´,40˚ 15´,5˚ 32´,113˚ 52´,170˚ 47´,237˚ 8´,268˚ 59´
0,20160917,대구,56˚ 15´,32˚ 51´,55˚ 56´,39˚ 55´,5˚ 14´,114˚ 17´,171˚ 2´,236˚ 52´,268˚ 43´
0,20160918,대구,55˚ 52´,32˚ 39´,55˚ 34´,39˚ 34´,4˚ 56´,114˚ 42´,171˚ 17´,236˚ 37´,268˚ 27´
0,20160919,대구,55˚ 29´,32˚ 28´,55˚ 12´,39˚ 13´,4˚ 38´,115˚ 6´,171˚ 31´,236˚ 22´,268˚ 12´
0,20160920,대구,55˚ 5´,32˚ 16´,54˚ 49´,38˚ 52´,4˚ 20´,115˚ 31´,171˚ 45´,236˚ 7´,267˚ 56´
0,20160921,대구,54˚ 42´,32˚ 4´,54˚ 27´,38˚ 32´,4˚ 2´,115˚ 55´,171˚ 59´,235˚ 52´,267˚ 40´
0,20160922,대구,54˚ 19´,31˚ 52´,54˚ 4´,38˚ 11´,3˚ 44´,116˚ 19´,172˚ 12´,235˚ 37´,267˚ 24´
0,20160923,대구,53˚ 55´,31˚ 39´,53˚ 41´,37˚ 50´,3˚ 26´,116˚ 44´,172˚ 25´,235˚ 22´,267˚ 8´
0,20160924,대구,53˚ 32´,31˚ 27´,53˚ 19´,37˚ 29´,3˚ 8´,117˚ 8´,172˚ 38´,235˚ 7´,266˚ 53´
0,20160925,대구,53˚ 9´,31˚ 15´,52˚ 56´,37˚ 8´,2˚ 50´,117˚ 32´,172˚ 51´,234˚ 53´,266˚ 37´
0,20160926,대구,52˚ 45´,31˚ 2´,52˚ 33´,36˚ 47´,2˚ 32´,117˚ 55´,173˚ 3´,234˚ 38´,266˚ 21´
0,20160927,대구,52˚ 22´,30˚ 49´,52˚ 10´,36˚ 26´,2˚ 14´,118˚ 19´,173˚ 15´,234˚ 24´,266˚ 5´
0,20160928,대구,51˚ 59´,30˚ 36´,51˚ 48´,36˚ 5´,1˚ 57´,118˚ 42´,173˚ 27´,234˚ 9´,265˚ 49´
0,20160929,대구,51˚ 35´,30˚ 24´,51˚ 25´,35˚ 44´,1˚ 39´,119˚ 6´,173˚ 38´,233˚ 55´,265˚ 33´
0,20160930,대구,51˚ 12´,30˚ 11´,51˚ 2´,35˚ 24´,1˚ 21´,119˚ 29´,173˚ 49´,233˚ 41´,265˚ 17´
0,20161001,대구,50˚ 49´,29˚ 57´,50˚ 39´,35˚ 3´,1˚ 4´,119˚ 52´,174˚ 0´,233˚ 27´,265˚ 1´
0,20161002,대구,50˚ 25´,29˚ 44´,50˚ 17´,34˚ 42´,0˚ 46´,120˚ 14´,174˚ 11´,233˚ 13´,264˚ 45´
0,20161003,대구,50˚ 2´,29˚ 31´,49˚ 54´,34˚ 21´,0˚ 29´,120˚ 37´,174˚ 21´,232˚ 59´,264˚ 29´
0,20161004,대구,49˚ 39´,29˚ 18´,49˚ 31´,34˚ 1´,0˚ 11´,120˚ 59´,174˚ 31´,232˚ 45´,264˚ 13´
0,20161005,대구,49˚ 16´,29˚ 4´,49˚ 8´,33˚ 40´,-0˚ 6´,121˚ 21´,174˚ 40´,232˚ 31´,263˚ 57´
0,20161006,대구,48˚ 53´,28˚ 51´,48˚ 46´,33˚ 20´,-0˚ 23´,121˚ 43´,174˚ 50´,232˚ 17´,263˚ 41´
0,20161007,대구,48˚ 30´,28˚ 37´,48˚ 23´,33˚ 0´,-0˚ 40´,122˚ 5´,174˚ 59´,232˚ 3´,263˚ 25´
0,20161008,대구,48˚ 7´,28˚ 23´,48˚ 1´,32˚ 39´,-0˚ 57´,122˚ 26´,175˚ 7´,231˚ 50´,263˚ 9´
0,20161009,대구,47˚ 44´,28˚ 10´,47˚ 38´,32˚ 19´,-1˚ 13´,122˚ 48´,175˚ 16´,231˚ 36´,262˚ 53´
0,20161010,대구,47˚ 22´,27˚ 56´,47˚ 16´,31˚ 59´,-1˚ 30´,123˚ 9´,175˚ 24´,231˚ 23´,262˚ 37´
0,20161011,대구,46˚ 59´,27˚ 42´,46˚ 53´,31˚ 39´,-1˚ 46´,123˚ 29´,175˚ 32´,231˚ 9´,262˚ 21´
0,20161012,대구,46˚ 36´,27˚ 28´,46˚ 31´,31˚ 19´,-2˚ 2´,123˚ 50´,175˚ 39´,230˚ 56´,262˚ 5´
0,20161013,대구,46˚ 14´,27˚ 14´,46˚ 9´,31˚ 0´,-2˚ 19´,124˚ 10´,175˚ 47´,230˚ 42´,261˚ 48´
0,20161014,대구,45˚ 52´,27˚ 0´,45˚ 47´,30˚ 40´,-2˚ 34´,124˚ 30´,175˚ 53´,230˚ 29´,261˚ 32´
0,20161015,대구,45˚ 30´,26˚ 46´,45˚ 25´,30˚ 21´,-2˚ 50´,124˚ 49´,176˚ 0´,230˚ 16´,261˚ 16´
0,20161016,대구,45˚ 7´,26˚ 31´,45˚ 3´,30˚ 2´,-3˚ 6´,125˚ 9´,176˚ 6´,230˚ 3´,261˚ 0´
0,20161017,대구,44˚ 45´,26˚ 17´,44˚ 41´,29˚ 43´,-3˚ 21´,125˚ 28´,176˚ 12´,229˚ 50´,260˚ 44´
0,20161018,대구,44˚ 24´,26˚ 3´,44˚ 20´,29˚ 24´,-3˚ 36´,125˚ 46´,176˚ 18´,229˚ 36´,260˚ 28´
0,20161019,대구,44˚ 2´,25˚ 49´,43˚ 58´,29˚ 5´,-3˚ 51´,126˚ 5´,176˚ 24´,229˚ 23´,260˚ 12´
0,20161020,대구,43˚ 40´,25˚ 34´,43˚ 37´,28˚ 47´,-4˚ 6´,126˚ 23´,176˚ 29´,229˚ 10´,259˚ 56´
0,20161021,대구,43˚ 19´,25˚ 20´,43˚ 16´,28˚ 29´,-4˚ 20´,126˚ 41´,176˚ 34´,228˚ 57´,259˚ 40´
0,20161022,대구,42˚ 58´,25˚ 5´,42˚ 54´,28˚ 11´,-4˚ 34´,126˚ 58´,176˚ 38´,228˚ 44´,259˚ 24´
0,20161023,대구,42˚ 37´,24˚ 51´,42˚ 34´,27˚ 53´,-4˚ 48´,127˚ 15´,176˚ 42´,228˚ 31´,259˚ 9´
0,20161024,대구,42˚ 16´,24˚ 36´,42˚ 13´,27˚ 35´,-5˚ 2´,127˚ 32´,176˚ 46´,228˚ 18´,258˚ 53´
0,20161025,대구,41˚ 55´,24˚ 22´,41˚ 52´,27˚ 18´,-5˚ 15´,127˚ 48´,176˚ 50´,228˚ 6´,258˚ 37´
0,20161026,대구,41˚ 35´,24˚ 7´,41˚ 32´,27˚ 1´,-5˚ 28´,128˚ 4´,176˚ 53´,227˚ 53´,258˚ 21´
0,20161027,대구,41˚ 14´,23˚ 53´,41˚ 11´,26˚ 44´,-5˚ 41´,128˚ 20´,176˚ 56´,227˚ 40´,258˚ 5´
0,20161028,대구,40˚ 54´,23˚ 38´,40˚ 51´,26˚ 28´,-5˚ 54´,128˚ 35´,176˚ 59´,227˚ 27´,257˚ 49´
0,20161029,대구,40˚ 34´,23˚ 24´,40˚ 32´,26˚ 11´,-6˚ 6´,128˚ 50´,177˚ 1´,227˚ 14´,257˚ 34´
0,20161030,대구,40˚ 15´,23˚ 9´,40˚ 12´,25˚ 55´,-6˚ 18´,129˚ 5´,177˚ 4´,227˚ 2´,257˚ 18´
0,20161031,대구,39˚ 55´,22˚ 55´,39˚ 52´,25˚ 39´,-6˚ 30´,129˚ 19´,177˚ 6´,226˚ 49´,257˚ 2´
0,20161101,대구,39˚ 36´,22˚ 40´,39˚ 33´,25˚ 24´,-6˚ 41´,129˚ 33´,177˚ 7´,226˚ 36´,256˚ 47´
0,20161102,대구,39˚ 17´,22˚ 26´,39˚ 14´,25˚ 9´,-6˚ 52´,129˚ 46´,177˚ 8´,226˚ 24´,256˚ 31´
0,20161103,대구,38˚ 58´,22˚ 12´,38˚ 55´,24˚ 54´,-7˚ 3´,130˚ 0´,177˚ 9´,226˚ 11´,256˚ 16´
0,20161104,대구,38˚ 40´,21˚ 57´,38˚ 37´,24˚ 39´,-7˚ 14´,130˚ 12´,177˚ 10´,225˚ 59´,256˚ 1´
0,20161105,대구,38˚ 21´,21˚ 43´,38˚ 19´,24˚ 25´,-7˚ 24´,130˚ 25´,177˚ 11´,225˚ 46´,255˚ 45´
0,20161106,대구,38˚ 3´,21˚ 29´,38˚ 1´,24˚ 11´,-7˚ 34´,130˚ 37´,177˚ 11´,225˚ 34´,255˚ 30´
0,20161107,대구,37˚ 46´,21˚ 15´,37˚ 43´,23˚ 57´,-7˚ 43´,130˚ 48´,177˚ 11´,225˚ 22´,255˚ 15´
0,20161108,대구,37˚ 28´,21˚ 1´,37˚ 25´,23˚ 44´,-7˚ 52´,131˚ 0´,177˚ 11´,225˚ 9´,255˚ 0´
0,20161109,대구,37˚ 11´,20˚ 47´,37˚ 8´,23˚ 31´,-8˚ 1´,131˚ 10´,177˚ 10´,224˚ 57´,254˚ 46´
0,20161110,대구,36˚ 54´,20˚ 33´,36˚ 51´,23˚ 18´,-8˚ 10´,131˚ 21´,177˚ 9´,224˚ 45´,254˚ 31´
0,20161111,대구,36˚ 37´,20˚ 19´,36˚ 35´,23˚ 6´,-8˚ 18´,131˚ 31´,177˚ 8´,224˚ 33´,254˚ 16´
0,20161112,대구,36˚ 21´,20˚ 5´,36˚ 18´,22˚ 54´,-8˚ 26´,131˚ 41´,177˚ 7´,224˚ 21´,254˚ 2´
0,20161113,대구,36˚ 5´,19˚ 52´,36˚ 2´,22˚ 42´,-8˚ 33´,131˚ 50´,177˚ 6´,224˚ 9´,253˚ 47´
0,20161114,대구,35˚ 49´,19˚ 38´,35˚ 46´,22˚ 31´,-8˚ 41´,131˚ 59´,177˚ 4´,223˚ 57´,253˚ 33´
0,20161115,대구,35˚ 34´,19˚ 25´,35˚ 31´,22˚ 20´,-8˚ 47´,132˚ 7´,177˚ 2´,223˚ 45´,253˚ 19´
0,20161116,대구,35˚ 19´,19˚ 12´,35˚ 16´,22˚ 9´,-8˚ 54´,132˚ 15´,177˚ 0´,223˚ 33´,253˚ 5´
0,20161117,대구,35˚ 4´,18˚ 59´,35˚ 1´,21˚ 59´,-9˚ 0´,132˚ 23´,176˚ 57´,223˚ 21´,252˚ 52´
0,20161118,대구,34˚ 50´,18˚ 46´,34˚ 47´,21˚ 49´,-9˚ 6´,132˚ 30´,176˚ 54´,223˚ 10´,252˚ 38´
0,20161119,대구,34˚ 36´,18˚ 33´,34˚ 32´,21˚ 40´,-9˚ 11´,132˚ 37´,176˚ 51´,222˚ 58´,252˚ 25´
0,20161120,대구,34˚ 22´,18˚ 20´,34˚ 19´,21˚ 31´,-9˚ 16´,132˚ 44´,176˚ 48´,222˚ 47´,252˚ 12´
0,20161121,대구,34˚ 9´,18˚ 8´,34˚ 5´,21˚ 22´,-9˚ 21´,132˚ 50´,176˚ 45´,222˚ 35´,251˚ 58´
0,20161122,대구,33˚ 56´,17˚ 55´,33˚ 52´,21˚ 14´,-9˚ 25´,132˚ 55´,176˚ 41´,222˚ 24´,251˚ 46´
0,20161123,대구,33˚ 44´,17˚ 43´,33˚ 39´,21˚ 6´,-9˚ 29´,133˚ 1´,176˚ 37´,222˚ 13´,251˚ 33´
0,20161124,대구,33˚ 31´,17˚ 31´,33˚ 27´,20˚ 58´,-9˚ 33´,133˚ 5´,176˚ 33´,222˚ 2´,251˚ 21´
0,20161125,대구,33˚ 20´,17˚ 19´,33˚ 15´,20˚ 51´,-9˚ 36´,133˚ 10´,176˚ 29´,221˚ 51´,251˚ 8´
0,20161126,대구,33˚ 8´,17˚ 8´,33˚ 3´,20˚ 44´,-9˚ 39´,133˚ 14´,176˚ 24´,221˚ 40´,250˚ 56´
0,20161127,대구,32˚ 57´,16˚ 56´,32˚ 52´,20˚ 38´,-9˚ 41´,133˚ 18´,176˚ 20´,221˚ 29´,250˚ 45´
0,20161128,대구,32˚ 46´,16˚ 45´,32˚ 41´,20˚ 32´,-9˚ 43´,133˚ 21´,176˚ 15´,221˚ 19´,250˚ 33´
0,20161129,대구,32˚ 36´,16˚ 34´,32˚ 31´,20˚ 26´,-9˚ 45´,133˚ 24´,176˚ 10´,221˚ 8´,250˚ 22´
0,20161130,대구,32˚ 26´,16˚ 23´,32˚ 21´,20˚ 21´,-9˚ 46´,133˚ 26´,176˚ 4´,220˚ 58´,250˚ 11´
0,20161201,대구,32˚ 17´,16˚ 13´,32˚ 11´,20˚ 17´,-9˚ 47´,133˚ 28´,175˚ 59´,220˚ 48´,250˚ 0´
0,20161202,대구,32˚ 8´,16˚ 2´,32˚ 2´,20˚ 12´,-9˚ 48´,133˚ 30´,175˚ 53´,220˚ 37´,249˚ 50´
0,20161203,대구,31˚ 59´,15˚ 52´,31˚ 53´,20˚ 8´,-9˚ 48´,133˚ 31´,175˚ 48´,220˚ 27´,249˚ 39´
